issueID,user,createtime,updatetime,text,identifier
30,group12/user3,1456608427,1456608427,The enhancement has been implemented. The input type for the keyboard entry has been changed to that of text input ,189729128
33,group12/user3,1456613052,1456613052,The bug has been fixed. ,189742470
27,group12/user2,1456616133,1456616133,Provided the login functionality.,189747487
36,group12/user1,1456621194,1456621194,Errors sorted,189755341
14,group12/user5,1456621486,1456621486,Manual input interface completed.,189755765
24,group12/user1,1456624320,1456624320,used tess-two,189763596
29,group12/user4,1456643300,1456643300,Integrated the flow of this solution with the main app.,189804763
38,group12/user2,1456882528,1456882528,"@okeashwin : I have committed the changes to send the amount and description to backend. Let me know how to get the meta-data about the kind of action like voice,sms,image.",191011124
37,group12/user4,1456892179,1456892179,Loggers included in each class.,191050609
22,group12/user2,1456892716,1456892716,Currently only add is supported. Closing the issue.,191054359
21,group12/user2,1456892723,1456892723,Currently only add is supported. Closing the issue.,191054409
38,group12/user4,1456893425,1456893425,Added code to POST the submission method type from the front end app to the back-end. The back end framework will need to accommodate for this change via an additional column in the Expenses DB table.,191056745
38,group12/user2,1456971505,1456971505,Added the support to persist the bill type.,191545559
41,group12/user2,1458086640,1458086640,Committed the code to measure the total time taken.,197073858
42,group12/user5,1459052416,1459052416,Desciption extracted using fixed formats.,201986791
49,group12/user2,1459145473,1459145473,Made the schema changes to collect the telemetry.,202252132
51,group12/user2,1459145487,1459145487,Fixed.,202252197
51,group12/user4,1459151138,1459151138,Did you have to add this 'compile files('libs/commons-lang3-3.4.jar')' to successfully build it ?,202287261
51,group12/user2,1459169601,1459169601,"Yup. The jar reference was missing in the build path.

On Mon, Mar 28, 2016, 03:45 Ashwin Oke <notifications@github.com> wrote:

> Did you have to add this 'compile files('libs/commons-lang3-3.4.jar')' to
> successfully build it ?
>
> —
> You are receiving this because you modified the open/close state.
> Reply to this email directly or view it on GitHub
> <https://github.com/sandz-in/csc510_group_l/issues/51#issuecomment-202287261>
>
",202376866
53,group12/user2,1459178829,1459178829,Fixed as part of Issue #49 ,202439485
52,group12/user2,1459178834,1459178834,Fixed as part of Issue #49 ,202439501
47,group12/user2,1459178854,1459178854,Fixed as part of Issue #49 ,202439579
51,group12/user4,1459188040,1459188040,"Okay. The 'fileTree compile' had done the trick for me. Hence, didnt add the jar explicitly.",202509859
54,group12/user4,1459194880,1459194880,Integrated. Amount and Desc from Voice now flows to the backend.,202557652
40,group12/user4,1459194919,1459194919,Implemented a sample prototype to extract the description from an SMS,202557926
45,group12/user2,1459489369,1459489369,@ZealGanatra : can you please update the findings on this issue?,204255334
56,group12/user4,1459979111,1459979111,Queries added.,206584399
